subject,region,n_concepts,n_voxels,arm,layer,layer_name,rsa_spearman
02,TE1m,90,437,lowrank,6,layer_6,0.012504172497889788
02,TE1m,90,437,lowrank,7,layer_7,0.012346693958545844
02,TE1m,90,437,lowrank,8,layer_8,0.013919344803916822
02,TE1m,90,437,lowrank,9,layer_9,0.016552345805095892
02,TE1m,90,437,lowrank,10,layer_10,0.016220670621653416
02,TE1m,90,437,lowrank,11,layer_11,0.01401288011372884
02,TE1m,90,437,lowrank,12,layer_12,0.01263669791439934
02,TE1m,90,437,lowrank,13,layer_13,0.013656404048344228
02,TE1m,90,437,lowrank,14,layer_14,0.011989091497357189
02,TE1m,90,437,lowrank,15,layer_15,0.009903077638553078
02,TE1m,90,437,lowrank,16,layer_16,0.014099818255943619
02,TE1m,90,437,lowrank,17,layer_17,0.012166816767780492
02,TE1m,90,437,lowrank,18,layer_18,0.012738641778228465
02,TE1m,90,437,lowrank,19,layer_19,0.013288129407209215
02,TE1m,90,437,lowrank,20,layer_20,0.013957091392062531
02,TE1m,90,437,lowrank,21,layer_21,0.020250087664135132
02,TE1m,90,437,lowrank,22,layer_22,0.020838226733877644
02,TE1m,90,437,lowrank,23,layer_23,0.025807053393763216
02,TE1m,90,437,lowrank,24,layer_24,0.026677639853942815
02,TE1m,90,437,lowrank,25,layer_25,0.02662559943380286
02,TE1m,90,437,lowrank,26,layer_26,0.02773847998258574
02,TE1m,90,437,lowrank,27,layer_27,0.02967847297027684
02,TE1m,90,437,lowrank,28,layer_28,0.02764995816149423
02,TE1m,90,437,lowrank,29,layer_29,0.02955051104456211
02,TE1m,90,437,lowrank,30,layer_30,0.02953846122463983
02,TE1m,90,437,lowrank,31,layer_31,0.027792319086837984
02,TE1m,90,437,lowrank,32,layer_32,0.016499641128989242
02,TE1m,90,437,taskvec_a0p25,0,embedding,0.019470099153434263
02,TE1m,90,437,taskvec_a0p25,1,layer_1,0.020826713773249027
02,TE1m,90,437,taskvec_a0p25,2,layer_2,0.015476426916570071
02,TE1m,90,437,taskvec_a0p25,3,layer_3,0.020094222317853166
02,TE1m,90,437,taskvec_a0p25,4,layer_4,0.017383873603476784
02,TE1m,90,437,taskvec_a0p25,5,layer_5,0.015512948666028039
02,TE1m,90,437,taskvec_a0p25,6,layer_6,0.012527991566175865
02,TE1m,90,437,taskvec_a0p25,7,layer_7,0.010900817186332734
02,TE1m,90,437,taskvec_a0p25,8,layer_8,0.009368473751674234
02,TE1m,90,437,taskvec_a0p25,9,layer_9,0.012623342371977845
02,TE1m,90,437,taskvec_a0p25,10,layer_10,0.012447520766502969
02,TE1m,90,437,taskvec_a0p25,11,layer_11,0.01027115184474651
02,TE1m,90,437,taskvec_a0p25,12,layer_12,0.008587900512934312
02,TE1m,90,437,taskvec_a0p25,13,layer_13,0.007627995535460182
02,TE1m,90,437,taskvec_a0p25,14,layer_14,0.006877484175581972
02,TE1m,90,437,taskvec_a0p25,15,layer_15,0.002785640895330294
02,TE1m,90,437,taskvec_a0p25,16,layer_16,0.007549341352569095
02,TE1m,90,437,taskvec_a0p25,17,layer_17,0.007029887582653939
02,TE1m,90,437,taskvec_a0p25,18,layer_18,0.007206597789263119
02,TE1m,90,437,taskvec_a0p25,19,layer_19,0.0065746228692820045
02,TE1m,90,437,taskvec_a0p25,20,layer_20,0.0058446033202998885
02,TE1m,90,437,taskvec_a0p25,21,layer_21,0.010414105482177532
02,TE1m,90,437,taskvec_a0p25,22,layer_22,0.010719108061297026
02,TE1m,90,437,taskvec_a0p25,23,layer_23,0.014760272683500202
02,TE1m,90,437,taskvec_a0p25,24,layer_24,0.015834172091920302
02,TE1m,90,437,taskvec_a0p25,25,layer_25,0.016639228654912994
02,TE1m,90,437,taskvec_a0p25,26,layer_26,0.016946115471922266
02,TE1m,90,437,taskvec_a0p25,27,layer_27,0.01926785800750135
02,TE1m,90,437,taskvec_a0p25,28,layer_28,0.017893398465237336
02,TE1m,90,437,taskvec_a0p25,29,layer_29,0.01988329489661761
02,TE1m,90,437,taskvec_a0p25,30,layer_30,0.020661195794002205
02,TE1m,90,437,taskvec_a0p25,31,layer_31,0.019356349380414407
02,TE1m,90,437,taskvec_a0p25,32,layer_32,0.012230872636892822
02,TE1m,90,437,taskvec_a0p5,0,embedding,0.019470099153434263
02,TE1m,90,437,taskvec_a0p5,1,layer_1,0.02082221043161655
02,TE1m,90,437,taskvec_a0p5,2,layer_2,0.017157195320848716
02,TE1m,90,437,taskvec_a0p5,3,layer_3,0.020537445243644373
02,TE1m,90,437,taskvec_a0p5,4,layer_4,0.019718741358753254
02,TE1m,90,437,taskvec_a0p5,5,layer_5,0.013240326327437234
02,TE1m,90,437,taskvec_a0p5,6,layer_6,0.011206956435181515
02,TE1m,90,437,taskvec_a0p5,7,layer_7,0.010342343608736156
02,TE1m,90,437,taskvec_a0p5,8,layer_8,0.009152757560483052
02,TE1m,90,437,taskvec_a0p5,9,layer_9,0.009490355942026752
02,TE1m,90,437,taskvec_a0p5,10,layer_10,0.010101547832030761
02,TE1m,90,437,taskvec_a0p5,11,layer_11,0.008195087255148848
02,TE1m,90,437,taskvec_a0p5,12,layer_12,0.0055511777737428025
02,TE1m,90,437,taskvec_a0p5,13,layer_13,0.0033234207327000726
02,TE1m,90,437,taskvec_a0p5,14,layer_14,0.003326133422561814
02,TE1m,90,437,taskvec_a0p5,15,layer_15,-0.0012470938778107237
02,TE1m,90,437,taskvec_a0p5,16,layer_16,0.005564681260687813
02,TE1m,90,437,taskvec_a0p5,17,layer_17,0.00427886607942367
02,TE1m,90,437,taskvec_a0p5,18,layer_18,0.005142538374712585
02,TE1m,90,437,taskvec_a0p5,19,layer_19,0.0052831714126289125
02,TE1m,90,437,taskvec_a0p5,20,layer_20,0.004437997786738721
02,TE1m,90,437,taskvec_a0p5,21,layer_21,0.008779465134258787
02,TE1m,90,437,taskvec_a0p5,22,layer_22,0.008287441063557789
02,TE1m,90,437,taskvec_a0p5,23,layer_23,0.012226937536725664
02,TE1m,90,437,taskvec_a0p5,24,layer_24,0.014082322695246008
02,TE1m,90,437,taskvec_a0p5,25,layer_25,0.015850355578964914
02,TE1m,90,437,taskvec_a0p5,26,layer_26,0.014550122718207669
02,TE1m,90,437,taskvec_a0p5,27,layer_27,0.018073748443362563
02,TE1m,90,437,taskvec_a0p5,28,layer_28,0.01737101587943303
02,TE1m,90,437,taskvec_a0p5,29,layer_29,0.018404658125975026
02,TE1m,90,437,taskvec_a0p5,30,layer_30,0.019412456967360568
02,TE1m,90,437,taskvec_a0p5,31,layer_31,0.018791978756526318
02,TE1m,90,437,taskvec_a0p5,32,layer_32,0.012734087253768409
02,TE1m,90,437,taskvec_a1p0,0,embedding,0.019470099153434263
02,TE1m,90,437,taskvec_a1p0,1,layer_1,0.015434467085081052
02,TE1m,90,437,taskvec_a1p0,2,layer_2,0.013017283333157836
02,TE1m,90,437,taskvec_a1p0,3,layer_3,0.015384202559619212
02,TE1m,90,437,taskvec_a1p0,4,layer_4,0.014883902188338792
02,TE1m,90,437,taskvec_a1p0,5,layer_5,0.0070832690302362195
02,TE1m,90,437,taskvec_a1p0,6,layer_6,0.007612599217887915
02,TE1m,90,437,taskvec_a1p0,7,layer_7,0.005691488397205104
02,TE1m,90,437,taskvec_a1p0,8,layer_8,0.00468757104477681
02,TE1m,90,437,taskvec_a1p0,9,layer_9,0.002248717716527238
02,TE1m,90,437,taskvec_a1p0,10,layer_10,0.002479207251823608
02,TE1m,90,437,taskvec_a1p0,11,layer_11,0.0008974062618315341
02,TE1m,90,437,taskvec_a1p0,12,layer_12,-0.002829634777219019
02,TE1m,90,437,taskvec_a1p0,13,layer_13,-0.005538510210715386
02,TE1m,90,437,taskvec_a1p0,14,layer_14,-0.004522794095738051
02,TE1m,90,437,taskvec_a1p0,15,layer_15,-0.0036173603491166475
02,TE1m,90,437,taskvec_a1p0,16,layer_16,0.0025723777438901385
02,TE1m,90,437,taskvec_a1p0,17,layer_17,-0.00014529515839348844
02,TE1m,90,437,taskvec_a1p0,18,layer_18,-0.001010552813746899
02,TE1m,90,437,taskvec_a1p0,19,layer_19,-0.00037131292102767475
02,TE1m,90,437,taskvec_a1p0,20,layer_20,0.0006991983336455392
02,TE1m,90,437,taskvec_a1p0,21,layer_21,0.003160303115987567
02,TE1m,90,437,taskvec_a1p0,22,layer_22,0.0013919786395903682
02,TE1m,90,437,taskvec_a1p0,23,layer_23,0.00400864783560403
02,TE1m,90,437,taskvec_a1p0,24,layer_24,0.0052065566972981136
02,TE1m,90,437,taskvec_a1p0,25,layer_25,0.008269359515523978
02,TE1m,90,437,taskvec_a1p0,26,layer_26,0.005271266735250535
02,TE1m,90,437,taskvec_a1p0,27,layer_27,0.009872972422406699
02,TE1m,90,437,taskvec_a1p0,28,layer_28,0.008671529890824545
02,TE1m,90,437,taskvec_a1p0,29,layer_29,0.006868830354949492
02,TE1m,90,437,taskvec_a1p0,30,layer_30,0.007517710738721918
02,TE1m,90,437,taskvec_a1p0,31,layer_31,0.005316705691424513
02,TE1m,90,437,taskvec_a1p0,32,layer_32,0.005536622050054149
02,TE1p,90,959,base,0,embedding,0.05051560559832806
02,TE1p,90,959,base,1,layer_1,0.03889580121692627
02,TE1p,90,959,base,2,layer_2,0.03443137683967451
02,TE1p,90,959,base,3,layer_3,0.030100521896535743
02,TE1p,90,959,base,4,layer_4,0.033780381521690904
02,TE1p,90,959,base,5,layer_5,0.031966051342043535
02,TE1p,90,959,base,6,layer_6,0.028971663526011777
02,TE1p,90,959,base,7,layer_7,0.02746264974720045
02,TE1p,90,959,base,8,layer_8,0.026272609404652914
02,TE1p,90,959,base,9,layer_9,0.02612160418540736
02,TE1p,90,959,base,10,layer_10,0.025303977194680465
02,TE1p,90,959,base,11,layer_11,0.02678234366768981
02,TE1p,90,959,base,12,layer_12,0.022904233897855827
02,TE1p,90,959,base,13,layer_13,0.024515981325149597
02,TE1p,90,959,base,14,layer_14,0.026483499466160305
02,TE1p,90,959,base,15,layer_15,0.02611756615918912
02,TE1p,90,959,base,16,layer_16,0.030906427832948166
02,TE1p,90,959,base,17,layer_17,0.027350633513860585
02,TE1p,90,959,base,18,layer_18,0.02654521848427619
02,TE1p,90,959,base,19,layer_19,0.02637211834819917
02,TE1p,90,959,base,20,layer_20,0.02193276178814725
02,TE1p,90,959,base,21,layer_21,0.025699696105323622
02,TE1p,90,959,base,22,layer_22,0.024016882069129542
02,TE1p,90,959,base,23,layer_23,0.027704001997056794
02,TE1p,90,959,base,24,layer_24,0.029116147978304186
02,TE1p,90,959,base,25,layer_25,0.030138515992880515
02,TE1p,90,959,base,26,layer_26,0.03348627546768538
02,TE1p,90,959,base,27,layer_27,0.03386806443008656
02,TE1p,90,959,base,28,layer_28,0.0342955174410239
02,TE1p,90,959,base,29,layer_29,0.03453286379402823
02,TE1p,90,959,base,30,layer_30,0.03288952554099777
02,TE1p,90,959,base,31,layer_31,0.030004764430092732
02,TE1p,90,959,base,32,layer_32,0.02168165061689943
02,TE1p,90,959,scrambled,0,embedding,0.05051560559832806
02,TE1p,90,959,scrambled,1,layer_1,0.02708362092151577
02,TE1p,90,959,scrambled,2,layer_2,0.02040132526088985
02,TE1p,90,959,scrambled,3,layer_3,0.02289386433170757
02,TE1p,90,959,scrambled,4,layer_4,0.02547326047412996
02,TE1p,90,959,scrambled,5,layer_5,0.025321423440536908
02,TE1p,90,959,scrambled,6,layer_6,0.022790108707861294
02,TE1p,90,959,scrambled,7,layer_7,0.0217582954068114
02,TE1p,90,959,scrambled,8,layer_8,0.02517218496283607
02,TE1p,90,959,scrambled,9,layer_9,0.023772541788214908
02,TE1p,90,959,scrambled,10,layer_10,0.023066061856752224
02,TE1p,90,959,scrambled,11,layer_11,0.025049354022186908
02,TE1p,90,959,scrambled,12,layer_12,0.027218989226539703
02,TE1p,90,959,scrambled,13,layer_13,0.026203325975577715
02,TE1p,90,959,scrambled,14,layer_14,0.023094324304307082
02,TE1p,90,959,scrambled,15,layer_15,0.022342404295878582
02,TE1p,90,959,scrambled,16,layer_16,0.02277762831707196
02,TE1p,90,959,scrambled,17,layer_17,0.016560180326889815
02,TE1p,90,959,scrambled,18,layer_18,0.02230196369773521
02,TE1p,90,959,scrambled,19,layer_19,0.020012438510534063
02,TE1p,90,959,scrambled,20,layer_20,0.01205411068706014
02,TE1p,90,959,scrambled,21,layer_21,0.01579224382940158
02,TE1p,90,959,scrambled,22,layer_22,0.018151593601340332
02,TE1p,90,959,scrambled,23,layer_23,0.019837170202633245
02,TE1p,90,959,scrambled,24,layer_24,0.021153767184720756
02,TE1p,90,959,scrambled,25,layer_25,0.02201193284287744
02,TE1p,90,959,scrambled,26,layer_26,0.0203593872848418
02,TE1p,90,959,scrambled,27,layer_27,0.021732324418183274
02,TE1p,90,959,scrambled,28,layer_28,0.02333453857684366
02,TE1p,90,959,scrambled,29,layer_29,0.022261883247371307
02,TE1p,90,959,scrambled,30,layer_30,0.02671156771747459
02,TE1p,90,959,scrambled,31,layer_31,0.030775345809536097
02,TE1p,90,959,scrambled,32,layer_32,0.029084201861552694
02,TE1p,90,959,lowLR,0,embedding,0.05051560559832806
02,TE1p,90,959,lowLR,1,layer_1,0.035857336393610634
02,TE1p,90,959,lowLR,2,layer_2,0.029696587581670077
02,TE1p,90,959,lowLR,3,layer_3,0.028158921880137813
02,TE1p,90,959,lowLR,4,layer_4,0.029229345899845764
02,TE1p,90,959,lowLR,5,layer_5,0.025898014431506328
02,TE1p,90,959,lowLR,6,layer_6,0.022141746690317095
02,TE1p,90,959,lowLR,7,layer_7,0.02316745634577875
02,TE1p,90,959,lowLR,8,layer_8,0.02399287059824344
02,TE1p,90,959,lowLR,9,layer_9,0.024191693093957675
02,TE1p,90,959,lowLR,10,layer_10,0.02482808804337747
02,TE1p,90,959,lowLR,11,layer_11,0.025570306477597234
02,TE1p,90,959,lowLR,12,layer_12,0.02465253991111273
02,TE1p,90,959,lowLR,13,layer_13,0.023791188402137148
02,TE1p,90,959,lowLR,14,layer_14,0.02689402852024089
02,TE1p,90,959,lowLR,15,layer_15,0.02996624524276866
02,TE1p,90,959,lowLR,16,layer_16,0.03559214415402045
02,TE1p,90,959,lowLR,17,layer_17,0.029243050942524204
02,TE1p,90,959,lowLR,18,layer_18,0.02727731560774132
02,TE1p,90,959,lowLR,19,layer_19,0.027741374053927695
02,TE1p,90,959,lowLR,20,layer_20,0.02217020378205567
02,TE1p,90,959,lowLR,21,layer_21,0.027743741166303952
02,TE1p,90,959,lowLR,22,layer_22,0.026805483909715204
02,TE1p,90,959,lowLR,23,layer_23,0.02937820816508403
02,TE1p,90,959,lowLR,24,layer_24,0.030459084502738126
02,TE1p,90,959,lowLR,25,layer_25,0.03134101505757505
02,TE1p,90,959,lowLR,26,layer_26,0.03485164482769199
02,TE1p,90,959,lowLR,27,layer_27,0.03708232433347009
02,TE1p,90,959,lowLR,28,layer_28,0.03610573375420487
02,TE1p,90,959,lowLR,29,layer_29,0.03644779382128415
02,TE1p,90,959,lowLR,30,layer_30,0.03631565844033659
02,TE1p,90,959,lowLR,31,layer_31,0.03532306594230562
02,TE1p,90,959,lowLR,32,layer_32,0.029540264205120858
02,TE1p,90,959,lowrank,0,embedding,0.05051560559832806
02,TE1p,90,959,lowrank,1,layer_1,0.030136724593915216
02,TE1p,90,959,lowrank,2,layer_2,0.02848368401948145
02,TE1p,90,959,lowrank,3,layer_3,0.0249676333528084
02,TE1p,90,959,lowrank,4,layer_4,0.031229979890696685
02,TE1p,90,959,lowrank,5,layer_5,0.02773059259677647
02,TE1p,90,959,lowrank,6,layer_6,0.02365224551832281
02,TE1p,90,959,lowrank,7,layer_7,0.022099592214644356
02,TE1p,90,959,lowrank,8,layer_8,0.023803595194262003
02,TE1p,90,959,lowrank,9,layer_9,0.025464553229086206
02,TE1p,90,959,lowrank,10,layer_10,0.026290819470151598
02,TE1p,90,959,lowrank,11,layer_11,0.025651625903495293
02,TE1p,90,959,lowrank,12,layer_12,0.02503276368770263
02,TE1p,90,959,lowrank,13,layer_13,0.022454269409118037
02,TE1p,90,959,lowrank,14,layer_14,0.026770297770538982
02,TE1p,90,959,lowrank,15,layer_15,0.02990493662126662
02,TE1p,90,959,lowrank,16,layer_16,0.035114308560880284
02,TE1p,90,959,lowrank,17,layer_17,0.02964093858538708
02,TE1p,90,959,lowrank,18,layer_18,0.028163370302969896
02,TE1p,90,959,lowrank,19,layer_19,0.029967546295301857
02,TE1p,90,959,lowrank,20,layer_20,0.025131059000479593
02,TE1p,90,959,lowrank,21,layer_21,0.03048538313618222
02,TE1p,90,959,lowrank,22,layer_22,0.029773285235597385
02,TE1p,90,959,lowrank,23,layer_23,0.032734044999915855
02,TE1p,90,959,lowrank,24,layer_24,0.034410109440821804
02,TE1p,90,959,lowrank,25,layer_25,0.034132269252061476
02,TE1p,90,959,lowrank,26,layer_26,0.03786376151592372
02,TE1p,90,959,lowrank,27,layer_27,0.04011625704816257
02,TE1p,90,959,lowrank,28,layer_28,0.039512310703838024
02,TE1p,90,959,lowrank,29,layer_29,0.03805917456284603
02,TE1p,90,959,lowrank,30,layer_30,0.03655990513513218
02,TE1p,90,959,lowrank,31,layer_31,0.0352637089930027
02,TE1p,90,959,lowrank,32,layer_32,0.02514115976338373
02,TE1p,90,959,taskvec_a0p25,0,embedding,0.05051560559832806
02,TE1p,90,959,taskvec_a0p25,1,layer_1,0.03905906939334327
02,TE1p,90,959,taskvec_a0p25,2,layer_2,0.03109414234748705
02,TE1p,90,959,taskvec_a0p25,3,layer_3,0.026413743436523876
02,TE1p,90,959,taskvec_a0p25,4,layer_4,0.03017734732073337
02,TE1p,90,959,taskvec_a0p25,5,layer_5,0.028731498007920457
02,TE1p,90,959,taskvec_a0p25,6,layer_6,0.025243432953216596
02,TE1p,90,959,taskvec_a0p25,7,layer_7,0.02602426023810801
02,TE1p,90,959,taskvec_a0p25,8,layer_8,0.025587580495106847
02,TE1p,90,959,taskvec_a0p25,9,layer_9,0.026478506338491647
02,TE1p,90,959,taskvec_a0p25,10,layer_10,0.02591739404329508
02,TE1p,90,959,taskvec_a0p25,11,layer_11,0.027227764466288704
02,TE1p,90,959,taskvec_a0p25,12,layer_12,0.025227247411386933
02,TE1p,90,959,taskvec_a0p25,13,layer_13,0.025245244900032382
02,TE1p,90,959,taskvec_a0p25,14,layer_14,0.027823687622192117
02,TE1p,90,959,taskvec_a0p25,15,layer_15,0.02856879153501636
02,TE1p,90,959,taskvec_a0p25,16,layer_16,0.030219422033386477
02,TE1p,90,959,taskvec_a0p25,17,layer_17,0.025499338871976546
02,TE1p,90,959,taskvec_a0p25,18,layer_18,0.023807943306223975
02,TE1p,90,959,taskvec_a0p25,19,layer_19,0.024800384310557255
02,TE1p,90,959,taskvec_a0p25,20,layer_20,0.018834277067152475
02,TE1p,90,959,taskvec_a0p25,21,layer_21,0.02363988860143505
02,TE1p,90,959,taskvec_a0p25,22,layer_22,0.02402605593717802
02,TE1p,90,959,taskvec_a0p25,23,layer_23,0.027183250536983984
02,TE1p,90,959,taskvec_a0p25,24,layer_24,0.028919684936221934
02,TE1p,90,959,taskvec_a0p25,25,layer_25,0.030229744526277257
02,TE1p,90,959,taskvec_a0p25,26,layer_26,0.033764459365944785
02,TE1p,90,959,taskvec_a0p25,27,layer_27,0.035474364809014516
02,TE1p,90,959,taskvec_a0p25,28,layer_28,0.03512249314332706
02,TE1p,90,959,taskvec_a0p25,29,layer_29,0.03547045455306659
02,TE1p,90,959,taskvec_a0p25,30,layer_30,0.0356446964024362
02,TE1p,90,959,taskvec_a0p25,31,layer_31,0.033670333959226466
02,TE1p,90,959,taskvec_a0p25,32,layer_32,0.0271055133486206
02,TE1p,90,959,taskvec_a0p5,0,embedding,0.05051560559832806
02,TE1p,90,959,taskvec_a0p5,1,layer_1,0.0364766353446255
02,TE1p,90,959,taskvec_a0p5,2,layer_2,0.02703753732323238
02,TE1p,90,959,taskvec_a0p5,3,layer_3,0.02465802058323389
02,TE1p,90,959,taskvec_a0p5,4,layer_4,0.027741687502046964
02,TE1p,90,959,taskvec_a0p5,5,layer_5,0.025085582124181535
02,TE1p,90,959,taskvec_a0p5,6,layer_6,0.024261607155244228
02,TE1p,90,959,taskvec_a0p5,7,layer_7,0.026674050704858426
02,TE1p,90,959,taskvec_a0p5,8,layer_8,0.024831269597827627
02,TE1p,90,959,taskvec_a0p5,9,layer_9,0.02414939291534511
02,TE1p,90,959,taskvec_a0p5,10,layer_10,0.02382030750825873
02,TE1p,90,959,taskvec_a0p5,11,layer_11,0.024378368447657773
02,TE1p,90,959,taskvec_a0p5,12,layer_12,0.023854998444238183
02,TE1p,90,959,taskvec_a0p5,13,layer_13,0.023763941018396417
02,TE1p,90,959,taskvec_a0p5,14,layer_14,0.02759108184509409
02,TE1p,90,959,taskvec_a0p5,15,layer_15,0.02849047433687328
02,TE1p,90,959,taskvec_a0p5,16,layer_16,0.02931329451661313
02,TE1p,90,959,taskvec_a0p5,17,layer_17,0.0240669969688801
02,TE1p,90,959,taskvec_a0p5,18,layer_18,0.023485454506338915
02,TE1p,90,959,taskvec_a0p5,19,layer_19,0.025888616965484813
02,TE1p,90,959,taskvec_a0p5,20,layer_20,0.01934560752457503
02,TE1p,90,959,taskvec_a0p5,21,layer_21,0.023619578732415096
02,TE1p,90,959,taskvec_a0p5,22,layer_22,0.025238320274417813
02,TE1p,90,959,taskvec_a0p5,23,layer_23,0.0283714206515398
02,TE1p,90,959,taskvec_a0p5,24,layer_24,0.030157092370513814
02,TE1p,90,959,taskvec_a0p5,25,layer_25,0.03206763225611358
02,TE1p,90,959,taskvec_a0p5,26,layer_26,0.03434473608089589
02,TE1p,90,959,taskvec_a0p5,27,layer_27,0.036595145632712885
02,TE1p,90,959,taskvec_a0p5,28,layer_28,0.035213271491999466
02,TE1p,90,959,taskvec_a0p5,29,layer_29,0.03595218190908925
02,TE1p,90,959,taskvec_a0p5,30,layer_30,0.03673180789192166
02,TE1p,90,959,taskvec_a0p5,31,layer_31,0.036352910198882815
02,TE1p,90,959,taskvec_a0p5,32,layer_32,0.034924116162371135
02,TE1p,90,959,taskvec_a1p0,0,embedding,0.05051560559832806
02,TE1p,90,959,taskvec_a1p0,1,layer_1,0.027623197388212787
02,TE1p,90,959,taskvec_a1p0,2,layer_2,0.020473228540902312
02,TE1p,90,959,taskvec_a1p0,3,layer_3,0.020732716883995583
02,TE1p,90,959,taskvec_a1p0,4,layer_4,0.025274034493351583
02,TE1p,90,959,taskvec_a1p0,5,layer_5,0.0240393619779597
02,TE1p,90,959,taskvec_a1p0,6,layer_6,0.027302716113320434
02,TE1p,90,959,taskvec_a1p0,7,layer_7,0.028972197956923122
02,TE1p,90,959,taskvec_a1p0,8,layer_8,0.027719470979300338
02,TE1p,90,959,taskvec_a1p0,9,layer_9,0.023870954597336937
02,TE1p,90,959,taskvec_a1p0,10,layer_10,0.025034883478678462
02,TE1p,90,959,taskvec_a1p0,11,layer_11,0.026880773101890864
02,TE1p,90,959,taskvec_a1p0,12,layer_12,0.026455258500449146
02,TE1p,90,959,taskvec_a1p0,13,layer_13,0.026007521398704287
02,TE1p,90,959,taskvec_a1p0,14,layer_14,0.030731219300612404
02,TE1p,90,959,taskvec_a1p0,15,layer_15,0.029127214676979915
02,TE1p,90,959,taskvec_a1p0,16,layer_16,0.03149622212544683
02,TE1p,90,959,taskvec_a1p0,17,layer_17,0.028887117153593843
02,TE1p,90,959,taskvec_a1p0,18,layer_18,0.025386590574763373
02,TE1p,90,959,taskvec_a1p0,19,layer_19,0.028310928340098067
02,TE1p,90,959,taskvec_a1p0,20,layer_20,0.022312832950247618
02,TE1p,90,959,taskvec_a1p0,21,layer_21,0.024684954332056714
02,TE1p,90,959,taskvec_a1p0,22,layer_22,0.027051489126915313
02,TE1p,90,959,taskvec_a1p0,23,layer_23,0.028195154465299806
02,TE1p,90,959,taskvec_a1p0,24,layer_24,0.03022763687721307
02,TE1p,90,959,taskvec_a1p0,25,layer_25,0.033651112005490556
02,TE1p,90,959,taskvec_a1p0,26,layer_26,0.03306958280565286
02,TE1p,90,959,taskvec_a1p0,27,layer_27,0.03657902322882381
02,TE1p,90,959,taskvec_a1p0,28,layer_28,0.033186684631988594
02,TE1p,90,959,taskvec_a1p0,29,layer_29,0.03300212794847248
02,TE1p,90,959,taskvec_a1p0,30,layer_30,0.0347178213474275
02,TE1p,90,959,taskvec_a1p0,31,layer_31,0.03678920233470431
02,TE1p,90,959,taskvec_a1p0,32,layer_32,0.03951788272049454
02,TE2a,90,846,base,0,embedding,-0.004074524612757005
02,TE2a,90,846,base,1,layer_1,-0.015643198127898047
02,TE2a,90,846,base,2,layer_2,-0.010975454451251993
02,TE2a,90,846,base,3,layer_3,-0.006458941273012301
02,TE2a,90,846,base,4,layer_4,-0.002093846886208905
02,TE2a,90,846,base,5,layer_5,-0.002775948661053588
02,TE2a,90,846,base,6,layer_6,-0.0005686223477514071
02,TE2a,90,846,base,7,layer_7,-0.0031912989880532945
02,TE2a,90,846,base,8,layer_8,-0.004483733752751575
02,TE2a,90,846,base,9,layer_9,-0.0036636998615379368
02,TE2a,90,846,base,10,layer_10,-0.0014113109913229957
02,TE2a,90,846,base,11,layer_11,0.0005877947998475073
02,TE2a,90,846,base,12,layer_12,-0.001264118519134871
02,TE2a,90,846,base,13,layer_13,-0.0017594543429386672
02,TE2a,90,846,base,14,layer_14,-0.0015737738787994866
02,TE2a,90,846,base,15,layer_15,1.8550039024944643e-05
02,TE2a,90,846,base,16,layer_16,-0.0024090331668290576
02,TE2a,90,846,base,17,layer_17,-0.0037127460862644603
02,TE2a,90,846,base,18,layer_18,-0.006543764107418626
02,TE2a,90,846,base,19,layer_19,-0.0027983375989456757
02,TE2a,90,846,base,20,layer_20,-0.0036983579209566076
02,TE2a,90,846,base,21,layer_21,-0.005642200828634661
02,TE2a,90,846,base,22,layer_22,-0.005550779705839251
02,TE2a,90,846,base,23,layer_23,-4.719710498121534e-05
02,TE2a,90,846,base,24,layer_24,0.00010920771577539235
02,TE2a,90,846,base,25,layer_25,0.001710011544697718
02,TE2a,90,846,base,26,layer_26,0.0026289028257984936
02,TE2a,90,846,base,27,layer_27,0.0006257761938847053
02,TE2a,90,846,base,28,layer_28,-0.0008256266425192811
02,TE2a,90,846,base,29,layer_29,0.0008623295866588232
02,TE2a,90,846,base,30,layer_30,-0.0008832424416912853
02,TE2a,90,846,base,31,layer_31,-0.0014629376524735735
02,TE2a,90,846,base,32,layer_32,-0.0065457628528752185
02,TE2a,90,846,scrambled,0,embedding,-0.004074524612757005
02,TE2a,90,846,scrambled,1,layer_1,-0.017396468501832928
02,TE2a,90,846,scrambled,2,layer_2,-0.012220713779611389
02,TE2a,90,846,scrambled,3,layer_3,-0.013255284041800897
02,TE2a,90,846,scrambled,4,layer_4,-0.016150088755225993
02,TE2a,90,846,scrambled,5,layer_5,-0.01822495615233475
02,TE2a,90,846,scrambled,6,layer_6,-0.0196944993783444
02,TE2a,90,846,scrambled,7,layer_7,-0.012370385630158893
02,TE2a,90,846,scrambled,8,layer_8,-0.012465983010166735
02,TE2a,90,846,scrambled,9,layer_9,-0.01212933244492647
02,TE2a,90,846,scrambled,10,layer_10,-0.012211226276645002
02,TE2a,90,846,scrambled,11,layer_11,-0.010826618524622082
02,TE2a,90,846,scrambled,12,layer_12,-0.01059644449223003
02,TE2a,90,846,scrambled,13,layer_13,-0.014629224283843481
02,TE2a,90,846,scrambled,14,layer_14,-0.017434337256289723
02,TE2a,90,846,scrambled,15,layer_15,-0.013196225970323253
02,TE2a,90,846,scrambled,16,layer_16,-0.01131893811077283
02,TE2a,90,846,scrambled,17,layer_17,-0.0111369816643367
02,TE2a,90,846,scrambled,18,layer_18,-0.009976636328120339
