analysis,target,hub_metric,n,spearman_r,spearman_p,pearson_r,pearson_p,region
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top1,6,0.48571428571428577,0.3287230320699709,0.8704800932340657,0.024076734846341145,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top5,6,0.5428571428571429,0.26570262390670557,0.8850081963902843,0.019074397430426996,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_concept_minus_format_alignment,6,0.6571428571428573,0.15617492711370237,0.8641455493935355,0.026430953426628715,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_cross_format_rdm_spearman,6,0.14285714285714288,0.7871720116618075,0.010438089139689133,0.9843434349247082,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_linear_cka,6,0.14285714285714288,0.7871720116618075,-0.02550327967124097,0.9617533743799594,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top1,6,-0.14285714285714288,0.7871720116618075,-0.03152429751858776,0.9527292178513399,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top5,6,0.028571428571428574,0.9571545189504373,-0.150960597878169,0.7752792314226936,Prefrontal
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_concept_minus_format_alignment,6,0.6571428571428573,0.15617492711370237,0.8434731110412923,0.0348334938617513,Prefrontal
arm_summary_raw,mean_rsa_spearman,best_cross_format_rdm_spearman,7,-0.1785714285714286,0.7016579425162729,-0.11379457347476023,0.8080646862904738,TE1a
arm_summary_raw,mean_rsa_spearman,best_linear_cka,7,0.3214285714285715,0.4820720382996776,0.3173604799076387,0.48794887816256094,TE1a
arm_summary_raw,mean_rsa_spearman,best_retrieval_top1,7,0.3214285714285715,0.4820720382996776,0.659117980678166,0.10731806558915595,TE1a
arm_summary_raw,mean_rsa_spearman,best_retrieval_top5,7,0.39285714285714296,0.38331687042697266,0.6889068766215878,0.08693225083066597,TE1a
arm_summary_raw,mean_rsa_spearman,best_concept_minus_format_alignment,7,0.6785714285714287,0.0937502539598313,0.8521304495424009,0.014888498707658881,TE1a
arm_summary_raw,mean_rsa_spearman,mid_cross_format_rdm_spearman,7,-0.21428571428571433,0.6445115810207203,-0.07439929335179922,0.8740451092420471,TE1a
arm_summary_raw,mean_rsa_spearman,mid_linear_cka,7,-0.21428571428571433,0.6445115810207203,-0.14017883783220214,0.7643562228517464,TE1a
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top1,7,-0.5,0.25316999510032273,-0.3046569941826256,0.5064625281946846,TE1a
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top5,7,-0.3214285714285715,0.4820720382996776,-0.3358646150850471,0.46142646688125316,TE1a
arm_summary_raw,mean_rsa_spearman,mid_concept_minus_format_alignment,7,0.3214285714285715,0.4820720382996776,0.5943651280659853,0.15931382779875372,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_cross_format_rdm_spearman,6,0.028571428571428574,0.9571545189504373,-0.11151970675957527,0.8334139053621362,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_linear_cka,6,0.48571428571428577,0.3287230320699709,0.3789125186090163,0.4588323470651443,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top1,6,0.48571428571428577,0.3287230320699709,0.8140915415518201,0.04863025250356187,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top5,6,0.6,0.20799999999999982,0.8776901699510219,0.021524682942347682,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_concept_minus_format_alignment,6,0.48571428571428577,0.3287230320699709,0.8527402631293997,0.030931449789336277,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_cross_format_rdm_spearman,6,-0.08571428571428573,0.8717434402332361,-0.05670529099031732,0.9150332311633327,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_linear_cka,6,-0.08571428571428573,0.8717434402332361,-0.14446614756574244,0.784808316691324,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top1,6,-0.5428571428571429,0.26570262390670557,-0.3448354768869137,0.503249237629715,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top5,6,-0.2571428571428572,0.6227871720116618,-0.4064358217980545,0.423915849701014,TE1a
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_concept_minus_format_alignment,6,0.48571428571428577,0.3287230320699709,0.7691764264044769,0.07377019834265677,TE1a
arm_summary_raw,mean_rsa_spearman,best_cross_format_rdm_spearman,7,0.3571428571428572,0.4316113520383278,0.5751642046200417,0.17671365699291436,TE1m
arm_summary_raw,mean_rsa_spearman,best_linear_cka,7,0.3214285714285715,0.4820720382996776,0.7047509340546345,0.07700788996914844,TE1m
arm_summary_raw,mean_rsa_spearman,best_retrieval_top1,7,0.10714285714285716,0.8191508555699912,0.16583244945485892,0.7223291068546521,TE1m
arm_summary_raw,mean_rsa_spearman,best_retrieval_top5,7,0.28571428571428575,0.5345092286010406,0.29035603281594186,0.5275891891884124,TE1m
arm_summary_raw,mean_rsa_spearman,best_concept_minus_format_alignment,7,0.0,1.0,-0.20078893213585972,0.6659596547750521,TE1m
arm_summary_raw,mean_rsa_spearman,mid_cross_format_rdm_spearman,7,0.6071428571428572,0.1482311614811614,0.7247480107986202,0.0653945257240724,TE1m
arm_summary_raw,mean_rsa_spearman,mid_linear_cka,7,0.6071428571428572,0.1482311614811614,0.7115781283092822,0.07292852270946737,TE1m
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top1,7,0.3571428571428572,0.4316113520383278,0.35828011901182527,0.43003912328322247,TE1m
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top5,7,0.5714285714285715,0.1802019889115274,0.5859173048433992,0.16685946320221764,TE1m
arm_summary_raw,mean_rsa_spearman,mid_concept_minus_format_alignment,7,-0.07142857142857144,0.8790481931481541,-0.07211047715153177,0.877899486841162,TE1m
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_cross_format_rdm_spearman,6,0.4285714285714286,0.3965014577259474,0.6879650318809114,0.13085796151646667,TE1m
